address,date,daily_received,daily_sent,daily_net,daily_max_out,daily_max_in,daily_max_tx,rolling_avg_tx_size,rolling_tx_frequency,rolling_net,top_counterparties,top_counterparty_count
addr_test1qzyp52q023yfcvrj902k2hs9gn258ddnsrcg3p540vy7ldd7h569fuf63k3lj4frpp6c9mv0eegedj5qjffyc44qezuseuuy9y,2025-11-29,5000.0,0.0,5000.0,5000.0,,5000.0,0.0,0.0,0.0,addr_test1qp23yv7k4kzhd2rntjamkda4q7hdn9qkrf63u9p8ce6fhwdeve3p6rsav4v5mdcz8qzcfenrlwhrs2ffk04ac44ermfq5t8ljx,1
addr_test1qzz5gfc0dmrqeya5wyf30gpr0g4ldhxwwxuhh0mv7n489j4jsgj6cajkxp5huugd5nvtfch2cpke8y25usqrxee0ez3q926uzr,2025-11-29,7.490852,12.362441,-4.871589,6.490852,7.362441,7.362441,0.0,0.0,0.0,addr_test1wpcyj0yjzsp9qawt2esgea5efjdd029fzcp9qprf666jzfqt9cr4e,1
addr_test1vpy494af9z9th4anvcjnp8pxfsyfmkakqshaw6v784qph9qtutwc9,2025-11-29,481577.360642,481850.526352,-273.16571000003023,1773.891707,1774.753148,1774.753148,0.0,0.0,0.0,"addr_test1wpgexmeunzsykesf42d4eqet5yvzeap6trjnflxqtkcf66g0kpnxt,addr_test1wq8xga0gmzpcm8v3q2l4s5fmx5u0eur8fdz7dvqhldz0lng249f0d",140
addr_test1vqeux7xwusdju9dvsj8h7mca9aup2k439kfmwy773xxc2hcu7zy99,2025-11-29,0.0,230004.6,-230004.6,,10000.2,10000.2,0.0,0.0,0.0,"addr_test1qrjwjlw94q2xx0wv9edc4zga55vnvk8hne0ppnj35489jk0045mvduz0uq4glknq2jjp9kfvnkwen3czk5ejyvyq92zqc5zdvp,addr_test1qzkgz6nnr7na88fjuj2t7meyuvr5dtjt459e0ltc72z9p0tcjnf37v8r0z0vkrf0h76vlvxa2464k8cjpzekewlk7ppqjl46kp,addr_test1qr88apxadqac8v2vnnvmpyrvk0xx9d2ra0v2urg5px0n4jvc9dhu5g4hywcenl666x9rv8t04x2sk2ddfvemsve9gums47fdsm",10
addr_test1vryumtuh5u0zkk3e7cvv4f568umz5xrt8077cz5ehemjzzcu0edde,2025-11-29,10001.0,0.0,10001.0,10000.0,,10000.0,0.0,0.0,0.0,"addr_test1vqeux7xwusdju9dvsj8h7mca9aup2k439kfmwy773xxc2hcu7zy99,addr_test1qqdxeujed4f77u82rslna9gtsrwnxqww8f3zxz8w4uz87vwy68rhqmmahtetcv2wcvsqe0ct9h6gmd8g5nsuw38rq4sqvh9dvw",1
addr_test1wp0gzp4v5r2zhskqutftc2v8pge7yjkuhhxgdrmfpwv0h8q8wncs6,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wrrx9y5xzuumqxsk2q9l2qwusdfuj23c3ctqxf2dhw5q9hgcyg2d0,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wp0zd2jtjvkk2evq59hpqqjztvaffpwd7tm3lscre927zxg36etun,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wp82uw2sqcwf3rzkww2mm5g5sj226els624jw6gzpvj5nggymcl22,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wp4y7k88m8mekc0hlcd6z0jgwn8fssy3axhapz74xgeu5hsdzcpdu,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wperr0p4kc9w7mwlf23037xq5wz3y8hmfntptv6jy56fmvq50espl,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wp5ty7h0nlt3v5dhd647dx2rvapesghgxarjwyv2xh4dmhq9atx32,2025-11-29,6.0,12.0,-6.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wqagte6fw0fzvqttky8nngq3xuyg26hjgsyvd8hfs060wvq0t48ka,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wz6t5wlw4u2tzjt3u3syqf72t98gl5247rxm7xk6nj7n39ql4j96k",4
addr_test1wp7pw67qhvud2j0q5u0yams975wmx8shxreau235ugwzm4s3830m9,2025-11-29,0.0,2350.34213,-2350.34213,,69.05051,69.05051,0.0,0.0,0.0,"addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wqx8zmxzh6xxpch9zapf60azwm5ze9fsfa7e3ea6vjuzm2ctgrjju,addr_test1wz6sedftk7l7x8yj650hwsvfkksejwjrvllfwfqq33jx8xqq34k2n",35
addr_test1wp82uw2sqcwf3rzkww2mm5g5sj226els624jw6gzpvj5nggymcl22,2025-11-29,144.0,144.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wp0zd2jtjvkk2evq59hpqqjztvaffpwd7tm3lscre927zxg36etun,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wp867cwenl586mcuft35d7qy56ucyjqg5pqy00vyd7c75hcq7cn8u,2025-11-29,84.0,84.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"addr_test1wqjgfxlh64s7589jeakme3j56zezcgv0nvqf2pyx9tnd0scaw5e8p,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",28
addr_test1wpcyj0yjzsp9qawt2esgea5efjdd029fzcp9qprf666jzfqt9cr4e,2025-11-29,9.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,"addr_test1qzz5gfc0dmrqeya5wyf30gpr0g4ldhxwwxuhh0mv7n489j4jsgj6cajkxp5huugd5nvtfch2cpke8y25usqrxee0ez3q926uzr,addr_test1qp6ruunvywyrn2ldrxwk3h9dw254rgcwmp6g9prfjx53ntv898ykky2499xvnfn5eprxza4ctcvyvh96zhq8yn7p03lq2z8mze",1
addr_test1wpe5ghttuandwx2v5vukd8art24pj6g2fwtny64xl9dnp2cz7jgu0,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wqfwyq6csgtlfadwj8ezw6my4x2j7qrw8j30m33z6pvefdscdqgmj,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wpeecpsjvtfu4uumvcpksn0fg3tje23y8jq8l2l4a8d7e8se7eryj,2025-11-29,6.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wquaytcc6ug4zku26z0lwg2p3rr3n84m6cu5ym003340nvswytdsn,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",4
addr_test1wperr0p4kc9w7mwlf23037xq5wz3y8hmfntptv6jy56fmvq50espl,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wr8s48slcgnz44uv2yvu6am5y0zvk93lffw80gnl9ns64tsdqedsl",6
addr_test1wpex0tw5j299xkwa0teknpzwlj4eqz62q5fjljyngwdvxlqw4eqmt,2025-11-29,6.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wrem0cch36ywuyfmf9zlmh0keayhw4txnkf0nsav4kmt2hsg4whlw,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",4
addr_test1wpgexmeunzsykesf42d4eqet5yvzeap6trjnflxqtkcf66g0kpnxt,2025-11-29,0.0,4822.9762,-4822.9762,,34.44983,34.44983,0.0,0.0,0.0,"addr_test1vpy494af9z9th4anvcjnp8pxfsyfmkakqshaw6v784qph9qtutwc9,addr_test1wq8xga0gmzpcm8v3q2l4s5fmx5u0eur8fdz7dvqhldz0lng249f0d",140
addr_test1wpjv7a9cse3k4pd44c0lc42yenmcyzaqtgr3rs9xu8l2v6sn24smp,2025-11-29,12.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"addr_test1wqagte6fw0fzvqttky8nngq3xuyg26hjgsyvd8hfs060wvq0t48ka,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",4
addr_test1wpmae9vv3d5757y6lgfy5z7qk9du8teqhvd7xl53ftuzmjcllkwrs,2025-11-29,39.0,39.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wqpkspjhdfz37vtd8g6yvkt6jqqpew0p49gua93j33a7tjsqrsf9k,addr_test1wqx8zmxzh6xxpch9zapf60azwm5ze9fsfa7e3ea6vjuzm2ctgrjju,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4",26
addr_test1wpmcnpr36xjk7exddlg3pcypc8u3hykvzjz0yjq2ldypjzs630u48,2025-11-29,35205095.291141994,35205095.291141994,0.0,2514649.663653,2514649.663653,2514649.663653,0.0,0.0,0.0,"addr_test1wrdk050fs7r9537m9wxfnqzmjsxnmud5v8le6vjh6k5jhvchuyj76,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",28
addr_test1wpr4hzrfgp3rj448fkw7qk2yjq5ymxyqt3mcdjkzz6vp55g3h542j,2025-11-29,60.0,60.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wr62e0vzmj9mj7qapaecc0yjyk0rgp9yutyqa5qc29xdkzctrz3qn,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",4
addr_test1wpu3cx4qn4kcukgqmcwraqsxvrpyza4afnvty04jxseudfcnn9eke,2025-11-29,18.0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"addr_test1wzc8m27kmthnelxvaa8fr23eu452nckvpnj233czpxwfv9qpj2rm6,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wpxs63au9yehzl8uhwkyjt84zhrf9slaflhhnvjtg7ukhks8sxm0t,2025-11-29,42.0,42.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wrswzjuscfnne4wqpuqpckpvjehj9m344sy886kttgwq2wc8g2xa8,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",28
addr_test1wq0fhqgpnxem4csqd4wqpewy39345zg9x7ve2wx5uh3c8zqtscmux,2025-11-29,3.0,6.0,-3.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wq5ue9d95z4cjhs4msf8vd54fa4xz7y90xjh3vq9u7nce0c35xlrs,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",2
addr_test1wq2wz32lpptwv8u4lmprhjxzp5d5ytawg9du286tfj3t9rsz7rh20,2025-11-29,9.0,18.0,-9.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wrrx9y5xzuumqxsk2q9l2qwusdfuj23c3ctqxf2dhw5q9hgcyg2d0,addr_test1wp0gzp4v5r2zhskqutftc2v8pge7yjkuhhxgdrmfpwv0h8q8wncs6,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4",6
addr_test1wq4xzlt0pv9dnc6zqpn46fksmqwkj9v5zqpezcr4e53d96q5d66g4,2025-11-29,36.0,36.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wrrx9y5xzuumqxsk2q9l2qwusdfuj23c3ctqxf2dhw5q9hgcyg2d0,addr_test1wp0gzp4v5r2zhskqutftc2v8pge7yjkuhhxgdrmfpwv0h8q8wncs6,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4",6
addr_test1wq56fh9yhketc88zpc9z4ca3k8wdv0yr5hjezw6lgauuttc8786r9,2025-11-29,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"addr_test1wq0fhqgpnxem4csqd4wqpewy39345zg9x7ve2wx5uh3c8zqtscmux,addr_test1wq5ue9d95z4cjhs4msf8vd54fa4xz7y90xjh3vq9u7nce0c35xlrs,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4",2
addr_test1wq5ue9d95z4cjhs4msf8vd54fa4xz7y90xjh3vq9u7nce0c35xlrs,2025-11-29,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wq0fhqgpnxem4csqd4wqpewy39345zg9x7ve2wx5uh3c8zqtscmux,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",2
addr_test1wq6mp7qks38uptyzxxtlk0pth8mnmyp3h7je6fsxva47qgs2h0a28,2025-11-29,5.0,15.0,-10.0,5.0,5.0,5.0,0.0,0.0,0.0,"addr_test1qr23z9axxwyh5zaj2ewqvfu6xd899tddxgasrwu35p2vgw9gvst4lcyrhmg0vtwq5g4tx25etraqj2cm6kwd8ly0eaaqwpc2hs,addr_test1wrjarvxfuj82nqz3r65rg3plnn8z4l7wy2jjxtwfr5wcyucu0a447,addr_test1wrumn0zm9c858kghqrzjhhv555rgzt9hzje3sksh2e7ggaqewfxd4",4
addr_test1wq8xga0gmzpcm8v3q2l4s5fmx5u0eur8fdz7dvqhldz0lng249f0d,2025-11-29,1991.4355,2013.30875,-21.87324999999987,1.63349,1.63349,1.63349,0.0,0.0,0.0,"addr_test1wpgexmeunzsykesf42d4eqet5yvzeap6trjnflxqtkcf66g0kpnxt,addr_test1vpy494af9z9th4anvcjnp8pxfsyfmkakqshaw6v784qph9qtutwc9,addr_test1wqx8zmxzh6xxpch9zapf60azwm5ze9fsfa7e3ea6vjuzm2ctgrjju",140
addr_test1wq9ry3j4j3nuq788xamnkkmsnkv8pp4umnz7gxcv4746puc3uj3ce,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wqfwyq6csgtlfadwj8ezw6my4x2j7qrw8j30m33z6pvefdscdqgmj,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
addr_test1wqagte6fw0fzvqttky8nngq3xuyg26hjgsyvd8hfs060wvq0t48ka,2025-11-29,6.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wp5ty7h0nlt3v5dhd647dx2rvapesghgxarjwyv2xh4dmhq9atx32,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wz6t5wlw4u2tzjt3u3syqf72t98gl5247rxm7xk6nj7n39ql4j96k",4
addr_test1wqfwyq6csgtlfadwj8ezw6my4x2j7qrw8j30m33z6pvefdscdqgmj,2025-11-29,18.0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wzdk0xh4d79x3m8rjflefmfqq0975pqu02zcxlea2xdamfsq2k43m",6
addr_test1wqh4yha0ndhwykrh9cuhr47nh2y97zvkls74h4jq6uhlpacujv3z3,2025-11-29,42.0,42.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wqjgfxlh64s7589jeakme3j56zezcgv0nvqf2pyx9tnd0scaw5e8p,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",28
addr_test1wqjgfxlh64s7589jeakme3j56zezcgv0nvqf2pyx9tnd0scaw5e8p,2025-11-29,42.0,42.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wzwhp7acq658tg05mfnuqr060f3a3c4gp5tejydyjj77yxcc9n9zj",28
addr_test1wqmffm22h5qlr5rw50ksdqr9c56yj3jxa00h40pqqurs36cgzwxgp,2025-11-29,9.0,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wzmevtuvx4ywk7hv844ps85v9uq7jjchkpae076hhh6dtjg2wdx9w",6
addr_test1wqnz6yeq5scgwaxgmuyz0f3am7exfspw6g24gyzguf67wuglkf6n8,2025-11-29,30.0,30.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,"addr_test1wpeecpsjvtfu4uumvcpksn0fg3tje23y8jq8l2l4a8d7e8se7eryj,addr_test1wquaytcc6ug4zku26z0lwg2p3rr3n84m6cu5ym003340nvswytdsn,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4",4
addr_test1wqpkspjhdfz37vtd8g6yvkt6jqqpew0p49gua93j33a7tjsqrsf9k,2025-11-29,78.0,78.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"addr_test1wqx8zmxzh6xxpch9zapf60azwm5ze9fsfa7e3ea6vjuzm2ctgrjju,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",26
addr_test1wqt2v8zcpjldyu2zcwz3yuu8p4wpk0hzaqwthh23qgs5xgg7266qn,2025-11-29,42.0,105.0,-63.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wrswzjuscfnne4wqpuqpckpvjehj9m344sy886kttgwq2wc8g2xa8,addr_test1wpxs63au9yehzl8uhwkyjt84zhrf9slaflhhnvjtg7ukhks8sxm0t",35
addr_test1wquaytcc6ug4zku26z0lwg2p3rr3n84m6cu5ym003340nvswytdsn,2025-11-29,6.0,12.0,-6.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wpeecpsjvtfu4uumvcpksn0fg3tje23y8jq8l2l4a8d7e8se7eryj,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",4
addr_test1wqx8zmxzh6xxpch9zapf60azwm5ze9fsfa7e3ea6vjuzm2ctgrjju,2025-11-29,60.0,60.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,addr_test1wz6sedftk7l7x8yj650hwsvfkksejwjrvllfwfqq33jx8xqq34k2n,addr_test1wp7pw67qhvud2j0q5u0yams975wmx8shxreau235ugwzm4s3830m9",33
addr_test1wqzdedqpy2ljhf70dw89p399z836dvmgs7sn6qyr0gndu7gp9k7en,2025-11-29,18.0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,addr_test1qqzllc620hkk05l5cyg38wgflrunzw70x5h6825g03gu4yyc85y96hdkqtarg95gewuezjvkw8zt530tnmglhrzccdds5vxw0m,3
addr_test1wqzsngca2uu8z8lk0hudfkw300cllua300r3exeeax70xcq4k9hyu,2025-11-29,0.0,2003.0,-2003.0,,1002.0,1002.0,0.0,0.0,0.0,addr_test1qqj4t6m7pwqn6x3hkhs9cunj62fsgj7ezt9spvxj3mne77xp2lx7h4wuk22fmwmlhtzjvysysw663sdt6h4kwjk7ksvsfg7juk,2
addr_test1wqzuhlst26gyd3z4nqglyxf5tp06w06ejwmkdys9d003rpg2s0tua,2025-11-29,2.0,0.0,2.0,2.0,,2.0,0.0,0.0,0.0,addr_test1qqcm62zdvt38ctv432tptaqdrdh3hl2xlp4guq893hqpu6l77qrcufvgcycrglrj4qgxzfhk723vkn46patwnngwhyrqtunqtw,1
addr_test1wqzwpaeqty24g73cnp6h7qyvm68hht5dxsvpnsus0tprv4gceyth2,2025-11-29,9.0,18.0,-9.0,3.0,3.0,3.0,0.0,0.0,0.0,"addr_test1wp0zd2jtjvkk2evq59hpqqjztvaffpwd7tm3lscre927zxg36etun,addr_test1qruhen60uwzpwnnr7gjs50z2v8u9zyfw6zunet4k42zrpr54mrlv55f93rs6j48wt29w90hlxt4rvpvshe55k5r9mpvqjv2wt4,addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9",6
